"author","year","title","exposure","outcome","outcome_info","outcome_group","MR_design","MR_method","effect_estimate","estimate"
"Zanetti",2018,"Birthweight, Type 2 Diabetes Mellitus, and Cardiovascular Disease: Addressing the Barker Hypothesis With Mendelian Randomization","birth weight","stroke","log odds ischemic","brain","Two-sample summary-level","Inverse variance weighted","OR","0.82"
"Zeng",2019,"Causal Association between Birth Weight and Adult Diseases: Evidence from a Mendelian Randomisation Analysis","birth weight","stroke","ischemic","brain","Two-sample summary-level","Inverse variance weighted","OR","0.97"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","stroke","stroke","brain","One-sample","Wald ratio","OR","1.4"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","stroke","stroke","brain","One-sample","Wald ratio","OR","1.41"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","stroke","stroke","brain","One-sample","Wald ratio","OR","1.4"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","stroke","ischemic","brain","One-sample","Wald ratio","OR","1.38"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","stroke","ischemic","brain","One-sample","Wald ratio","OR","1.42"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","stroke","ischemic","brain","One-sample","Wald ratio","OR","1.31"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","stroke","ischemic, all","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.09"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","stroke","cardsiometabolic","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.18"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","stroke","large vessel disease","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.14"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","stroke","small vessel disease","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","0.93"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","stroke","hemorrhagic","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.51"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","stroke","hemorrhagic","brain","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","OR","0.957"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","stroke","incident hemorrhagic","brain","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","HR","0.666"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","stroke","ischemic","brain","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","OR","0.978"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","stroke","incident ischemic","brain","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","HR","1.095"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","stroke","all cause","brain","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","OR","0.992"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","stroke","incident all cause","brain","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","HR","1.045"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","one-sample meta-analysis","Wald ratio","HR","1.827"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","1.033"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","2.014"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","0.969"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","1.862"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","0.91"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","2.158"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","1.978"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","1.542"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","2.284"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","3.143"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","1.82"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","1.368"
"Hägg",2015,"Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","BMI","stroke","ischemic","brain","One-sample","Wald ratio","HR","2.199"
"He",2017,"Causal effects of cardiovascular risk factors on onset of major age-related diseases: A time-to-event Mendelian randomization study","BMI","stroke","stroke","brain","One-sample","Time-to-event MR","Additive hazards model","0.000283"
"Holmes",2014,"Causal Effects of Body Mass Index
on Cardiometabolic Traits and Events: A Mendelian Randomization Analysis","BMI","stroke","stroke","brain","One-sample","Logistic control function estimator","OR","1.03"
"Larsson",2017,"Type 2 diabetes, glucose, insulin, BMI, and ischemic stroke subtypes: Mendelian randomization study","BMI","stroke","ischemic large artery","brain","Two-sample summary-level","Inverse variance weighted","OR","1.25"
"Larsson",2017,"Type 2 diabetes, glucose, insulin, BMI, and ischemic stroke subtypes: Mendelian randomization study","BMI","stroke","ischemic small vessel","brain","Two-sample summary-level","Inverse variance weighted","OR","1"
"Larsson",2017,"Type 2 diabetes, glucose, insulin, BMI, and ischemic stroke subtypes: Mendelian randomization study","BMI","stroke","ischemic cardiometabolic","brain","Two-sample summary-level","Inverse variance weighted","OR","1.16"
"Larsson",2017,"Type 2 diabetes, glucose, insulin, BMI, and ischemic stroke subtypes: Mendelian randomization study","BMI","stroke","ischemic","brain","Two-sample summary-level","Inverse variance weighted","OR","1.11"
"Lyall",2016,"Association of Body Mass Index With Cardiometabolic Disease in the UK Biobank","BMI","stroke","stroke","brain","One-sample","Two-stage-least-squares","OR","1.15"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHR","stroke","stroke","brain","One-sample","Wald ratio","OR","1.34"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHR","stroke","stroke","brain","One-sample","Wald ratio","OR","1.57"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHR","stroke","stroke","brain","One-sample","Wald ratio","OR","1.17"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","stroke","ischemic, all","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.32"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","stroke","cardsiometabolic","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.24"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","stroke","large vessel disease","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.37"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","stroke","small vessel disease","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.57"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","stroke","hemorrhagic","brain","one-sample meta-analysis","Inverse variance weighted (fixed effects)","OR","1.89"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","stroke","stroke","brain","One-sample","Logistic regression model","OR","1.03"
"van den Broek",2018,"Causal associations between body mass index and mental health: a Mendelian randomisation study","BMI","subjective wellbeing","subjective wellbeing","mental health","Two-sample summary-level (bi-directional)","Inverse variance weighted","Beta","-0.05"
"van den Broek",2018,"Causal associations between body mass index and mental health: a Mendelian randomisation study","BMI","subjective wellbeing","subjective wellbeing","mental health","Two-sample summary-level (bi-directional)","Inverse variance weighted","Beta","-0.03"
"Wootton",2018,"Evaluation of the causal effects between subjective wellbeing and cardiometabolic health: mendelian randomisation study","BMI","subjective wellbeing","subjective wellbeing","mental health","Two-sample summary-level (bi-directional)","Inverse variance weighted","Beta","-0.05"
